Employee Id,Name,Job Title,Email,Manager,Status,Start Date,Department,Location,Salary,Bonus,End Date,Photo,Performance,Project,Entity,Recruiting,Skill,Role,Utilization,Source,level
p_HfJ8Ujau3oANUSc20LmJ9G,Terry Webster,Staff Data Scientist,terry.webster@outlook.com,p_P7IywEhOANUfFNs0SWSju6,Active,15/06/2025,Business Intelligence,"Tokyo, Japan",55183.34755,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Marketing 2.0,Agentnoon Asia Inc.,,,,,,9
p_LaIVPs8inTnl9bwANgx49C,Carol Lewis,Staff Business Development Associate,carol.lewis@efficientoffice.com,p_P7IywEhOANUfFNs0SWSju6,Active,22/04/2019,Quality Assurance,"Toronto, Canada",59720.9713,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Marketing 2.0,Agentnoon Asia Inc.,,,,,,9
p_xrUqq5g1UDKk0ILHazKHyg,Matthew Hutcherson,Junior Cloud Solutions Architect,matthew.hutcherson@hotmail.com,p_AiO6wb3YxgYWNDKKdmvbBM,Active,18/12/2083,User Experience (UX) Design,"Tokyo, Japan",69304.33332,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Audit,Agentnoon Canada Inc.,,,,,,9
p_nlz0vSI8Bq2wuqhnKPtcA,Mildred Hutchison,Lead CRM Administrator (Customer Relationship Management Administrator),mildred.hutchison@hotmail.com,p_AiO6wb3YxgYWNDKKdmvbBM,Active,25/04/2069,Data Science,"Tokyo, Japan",52165.96319,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Re-Design,Agentnoon Canada Inc.,,,,,,9
p_FdXTy82hdSDSLawNFXOHJ,Catherine Leon,Staff Curriculum Designer,catherine.leon@godaddy.com,p_AiO6wb3YxgYWNDKKdmvbBM,Active,01/06/2047,Information Technology,"London, United Kingdom",54722.6691,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Marketing 2.0,Agentnoon EU Inc.,,,,,,9
p_zFptItdANo6IE1536BLgvQ,April Reusswig,Senior VP of Customer Success,april.reusswig@agentnoon.com,p_AiO6wb3YxgYWNDKKdmvbBM,Active,23/08/2101,User Interface (UI) Design,"Berlin, Germany",67288.61523,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_UEFqSbcjjqdgNfHarTX48,Martin Kirk,Junior IT Asset Manager,martin.kirk@gmail.com,p_dQWlHPlqjD1ky8UCrgkcz,Active,03/01/2021,Systems Administration,"Sao Paulo, Brazil",62911.03273,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_vIGAdf9sDKfYDK6cfax5POv,William Lung,Lead E-commerce Specialist,william.lung@godaddy.com,p_dQWlHPlqjD1ky8UCrgkcz,Active,19/07/2020,User Interface (UI) Design,"Dubai, United Arab Emirates",58306.97181,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Re-Design,Agentnoon USA Inc.,,,,,,9
p_HhhTPbjsb9mslwm1Rp6HI,William Hoover,Lead Sales Operations Analyst,william.hoover@outlook.com,p_dQWlHPlqjD1ky8UCrgkcz,Active,20/08/2024,Project Management,"Sao Paulo, Brazil",57634.31299,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Audit,Agentnoon Canada Inc.,,,,,,9
p_87gMhBsrn92ryOKvNibTA,Elsie Brown,Intermediate Sales Representative,elsie.brown@efficientoffice.com,p_tAN2KsXTsNnwhEBCkNJju8,Active,27/05/2020,Sales and Business Development,"Toronto, Canada",62871.07642,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Self-serve,Agentnoon Asia Inc.,,,,,,9
p_XJZLifLANqvpHighBSANYDKT,Tyrone Moore,Intermediate Graphic Designer,tyrone.moore@gmail.com,p_tAN2KsXTsNnwhEBCkNJju8,Active,08/03/2032,Cybersecurity,"San Francisco, United States",66756.78112,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Marketing 2.0,Agentnoon Canada Inc.,,,,,,9
p_lDtwJ8Lt2xHJ8K2wFh9IT,Charles Harris,IT Consultant,charles.harris@outlook.com,p_tAN2KsXTsNnwhEBCkNJju8,Active,15/03/2044,Human Resources,"Paris, France",62326.54451,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Retention,Agentnoon USA Inc.,,,,,,9
p_KNDKkxwsQfUxY1DEvM6fm9,Ebony Griffey,Lead Senior Developer,ebony.griffey@efficientoffice.com,p_tAN2KsXTsNnwhEBCkNJju8,Active,24/11/2056,Software Development,"Sao Paulo, Brazil",59243.59343,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Self-serve,Agentnoon Asia Inc.,,,,,,9
p_enAGjPR0OvRii0I3VnlnV,Elizabeth Grantham,Staff Sr. HR Administrator,elizabeth.grantham@gmail.com,p_dYKarWqiuuMsxq9u9boDK2,Active,04/04/2126,User Interface (UI) Design,"Toronto, Canada",60646.94135,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Retention,Agentnoon USA Inc.,,,,,,9
p_fRS48zoy8jKvq9byephvm,Michael Hayes,Staff Talent Acquisition Specialist,michael.hayes@gmail.com,p_dYKarWqiuuMsxq9u9boDK2,Active,02/10/2084,Software Development,"San Francisco, United States",63487.65153,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Retention,Agentnoon Canada Inc.,,,,,,9
p_EUNLpRghAAXzMq2gbvVcy,Stephen Ornelas,Business Intelligence Analyst,stephen.ornelas@hotmail.com,p_dYKarWqiuuMsxq9u9boDK2,Active,07/01/2028,Operations and Logistics,"Dubai, United Arab Emirates",51552.23984,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Self-serve,Agentnoon EU Inc.,,,,,,9
p_OOCjpoAR3ETsPhs8eTDK2j,Vanesa Chavez,Sales Representative,vanesa.chavez@godaddy.com,p_dYKarWqiuuMsxq9u9boDK2,Active,21/01/2023,Customer Support and Success,"Tokyo, Japan",61981.7493,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Marketing 2.0,Agentnoon Canada Inc.,,,,,,9
p_lD4GcQlugOANlRalYqIfDKH,Benjamin Norman,Junior Customer Care Trainer,benjamin.norman@efficientoffice.com,p_DaTfqlDKolPnrZmXqHIybY,Active,29/03/2041,Cybersecurity,"Sydney, Australia",55948.10703,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Audit,Agentnoon Asia Inc.,,,,,,9
p_62Dd8ccElgcELI68leu0O,Ann Rojas,Lead Operations Coordinator,ann.rojas@yahoo.com,p_DaTfqlDKolPnrZmXqHIybY,Active,06/11/2051,Cybersecurity,"London, United Kingdom",61084.72234,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_u4hKMhMa6WuW3QdenVOWL,Donald Batten,Senior Content Strategist,donald.batten@efficientoffice.com,p_DaTfqlDKolPnrZmXqHIybY,Active,24/11/2069,Quality Assurance,"Tokyo, Japan",75089.79795,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Self-serve,Agentnoon Canada Inc.,,,,,,9
p_9XjjLsdEpkaCIOWzUIqhJ,Dewey Provine,Junior Controller,dewey.provine@outlook.com,p_As6yA7mEzpGzikANlT3XBN,Active,08/08/2044,Digital Marketing,"London, United Kingdom",67657.22757,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Marketing 2.0,Agentnoon Canada Inc.,,,,,,9
p_SJpGmbWnDKnocTIJyPsPzp,Gregory Rivers,Intermediate Writer,gregory.rivers@yahoo.com,p_As6yA7mEzpGzikANlT3XBN,Active,09/09/2050,Operations and Logistics,"Toronto, Canada",64278.03071,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Marketing 2.0,Agentnoon Canada Inc.,,,,,,9
p_LBcvDKEseOgw3jH09NKnwV,David Wilder,Intermediate Account Manager,david.wilder@outlook.com,p_As6yA7mEzpGzikANlT3XBN,Active,05/12/2050,Operations and Logistics,"Paris, France",60007.16564,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Self-serve,Agentnoon USA Inc.,,,,,,9
p_DKF1EQ4EIHDKno3WxDP9WMH,Sarah Caldwell,Principal Market Research Analyst,sarah.caldwell@yahoo.com,p_2U67FCTwrAA9ixOAiQcY0,Active,29/06/2048,Systems Administration,"Berlin, Germany",52623.3869,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Re-Design,Agentnoon Asia Inc.,,,,,,9
p_tgye2MsKCGZVOpDKALAc0Z,Kelly Wells,Operations Coordinator,kelly.wells@hotmail.com,p_2U67FCTwrAA9ixOAiQcY0,Active,19/06/2069,Business Intelligence,"Toronto, Canada",64527.9045,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Marketing 2.0,Agentnoon Canada Inc.,,,,,,9
p_7eFNYHOY0NmVEPH5UtUUL,Jamie Mastriano,Staff Customer Success Manager,jamie.mastriano@outlook.com,p_2U67FCTwrAA9ixOAiQcY0,Active,09/01/2031,User Interface (UI) Design,"Tokyo, Japan",61427.36679,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Re-Design,Agentnoon EU Inc.,,,,,,9
p_ANAXRB58EzPD7j4e2AEr4f,David Meeks,Sales Representative,david.meeks@hotmail.com,p_9EANuny17OCeVAN3wptKJCE,Active,07/06/2061,Software Development,"Dubai, United Arab Emirates",66470.08356,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Retention,Agentnoon USA Inc.,,,,,,9
p_5svIW5It3iMx1pV09LRLy,John Reynolds,Staff IT Support Engineer,john.reynolds@agentnoon.com,p_9EANuny17OCeVAN3wptKJCE,Active,08/06/2022,Product Management,"Dubai, United Arab Emirates",59466.88434,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Self-serve,Agentnoon Canada Inc.,,,,,,9
p_dC1EcjNJYRcDKjTFaDKoDO7,Ann Mejia,Network Engineer,ann.mejia@yahoo.com,p_9EANuny17OCeVAN3wptKJCE,Active,04/08/2053,Network Operations,"Sao Paulo, Brazil",56173.23815,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Audit,Agentnoon USA Inc.,,,,,,9
p_uoVLWA2bJwQcjDPfnFHt7,Donna Turrentine,Staff Database Administrator,donna.turrentine@hotmail.com,p_9EANuny17OCeVAN3wptKJCE,Active,27/09/2038,Network Operations,"London, United Kingdom",60959.46334,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Audit,Agentnoon EU Inc.,,,,,,9
p_DEUDeroviNJBANIPjFhkbq,Howard Badillo,Senior VP of Sales,howard.badillo@outlook.com,p_gOUxfQVv3kKu2j07bDKAGJ,Active,07/05/2021,Cybersecurity,"Berlin, Germany",60398.42407,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Audit,Agentnoon Asia Inc.,,,,,,9
p_nIqi6PNu6skvBANsfn9mYT,Chester Milligan,Intermediate Director of IT,chester.milligan@efficientoffice.com,p_gOUxfQVv3kKu2j07bDKAGJ,Active,10/02/2028,Human Resources,"Mumbai, India",55378.3203,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Re-Design,Agentnoon Asia Inc.,,,,,,9
p_JPo4LAl7OANnVUCKkhklGv,Janice Larson,Senior Social Media Manager,janice.larson@outlook.com,p_gOUxfQVv3kKu2j07bDKAGJ,Active,30/07/2025,Human Resources,"San Francisco, United States",62590.85483,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Retention,Agentnoon USA Inc.,,,,,,9
p_UX4m30wn7P0vV9ANfDKKkyf,Paul Mulroy,Intermediate Product Manager,paul.mulroy@outlook.com,p_gOUxfQVv3kKu2j07bDKAGJ,Active,09/04/2140,Cybersecurity,"Tokyo, Japan",61876.51774,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Marketing 2.0,Agentnoon EU Inc.,,,,,,9
p_k9mgIDOIdA6MlaFXWmS8h,Samuel Johnson,Supply Chain Analyst,samuel.johnson@godaddy.com,p_3LusH7RIIX7x2Rpgnc3Kx,Active,30/08/2065,Network Operations,"London, United Kingdom",47124.32755,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Retention,Agentnoon EU Inc.,,,,,,9
p_wDzunYlp0ObreMavwB3q7,Felicia Bolstad,Principal IT Consultant,felicia.bolstad@hotmail.com,p_3LusH7RIIX7x2Rpgnc3Kx,Active,24/07/2036,Data Science,"Berlin, Germany",61550.785,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Self-serve,Agentnoon EU Inc.,,,,,,9
p_VCjyr4j7PsCb5V8GMe7qa,Denise Gilligan,Principal CHRO,denise.gilligan@godaddy.com,p_3LusH7RIIX7x2Rpgnc3Kx,Active,31/01/2050,Data Analytics,"Sao Paulo, Brazil",63069.12273,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_gACjaG6cLANo75nI2FyJll,Randy Kelley,Junior Customer Implementation Manager,randy.kelley@godaddy.com,p_3LusH7RIIX7x2Rpgnc3Kx,Active,08/11/2031,Software Development,"Toronto, Canada",56535.07465,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Retention,Agentnoon EU Inc.,,,,,,9
p_GyUvCfibxV3FxWWzb3445,Allison Bear,Lead Event Coordinator,allison.bear@outlook.com,p_B77cx6lFDKb6Wh17XQPTfA,Active,05/01/2075,User Experience (UX) Design,"Tokyo, Japan",63115.83605,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Re-Design,Agentnoon USA Inc.,,,,,,9
p_KaXCIfPcefnzxDsI2fLjq,Tamara Solarzano,Senior VP of Marketing,tamara.solarzano@hotmail.com,p_B77cx6lFDKb6Wh17XQPTfA,Active,13/10/2042,Operations and Logistics,"Dubai, United Arab Emirates",64397.16601,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Retention,Agentnoon Canada Inc.,,,,,,9
p_GHm9NaFN7zkqNcnd9Fw08,Patrick Dees,Lead Benefits Administrator,patrick.dees@outlook.com,p_B77cx6lFDKb6Wh17XQPTfA,Active,06/05/2023,Systems Administration,"Paris, France",54858.30764,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Self-serve,Agentnoon Asia Inc.,,,,,,9
p_DoFDKEwj0mvXy47RvANj2Bz,Aaron Mendoza,Staff Sales Representative,aaron.mendoza@godaddy.com,p_B77cx6lFDKb6Wh17XQPTfA,Active,21/04/2106,User Experience (UX) Design,"Mumbai, India",58757.73741,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Audit,Agentnoon EU Inc.,,,,,,9
p_NgO78MjpnrVd35mYGc7Wi,Eldon Darling,Technical Support Specialist,eldon.darling@godaddy.com,p_kIhthk9xui8wr6eaaoVIC,Active,07/09/2057,User Interface (UI) Design,"Sao Paulo, Brazil",56481.93679,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_KZXKCjDqAeAN5XANbVLqj3M,Miguel Landon,Junior Cybersecurity Analyst,miguel.landon@godaddy.com,p_kIhthk9xui8wr6eaaoVIC,Active,10/03/2023,Information Technology,"San Francisco, United States",63452.10963,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Retention,Agentnoon Canada Inc.,,,,,,9
p_Jxza6PIPBDncva6BGwErT,Ronald Sparks,Intermediate Market Research Analyst,ronald.sparks@godaddy.com,p_kIhthk9xui8wr6eaaoVIC,Active,21/01/2126,Sales and Business Development,"Paris, France",70607.46786,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Re-Design,Agentnoon USA Inc.,,,,,,9
p_62qyyJyJhRvkvwVmDKI0DKh,Edgar Liedke,Lead Systems Administrator,edgar.liedke@godaddy.com,p_XYy2qLbkJJipztdBispr6,Active,25/06/2119,Customer Support and Success,"Sao Paulo, Brazil",49334.43236,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Retention,Agentnoon Asia Inc.,,,,,,9
p_LNWjQEoCSBBFVAWpE2YDK0,Laura Tuder,Senior Network Engineer,laura.tuder@yahoo.com,p_XYy2qLbkJJipztdBispr6,Active,06/12/2020,User Interface (UI) Design,"Paris, France",52789.60422,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Self-serve,Agentnoon EU Inc.,,,,,,9
p_UGQki6gHTncIUzcnwZbSb,Zella Posey,Lead Software Implementation Specialist,zella.posey@yahoo.com,p_XYy2qLbkJJipztdBispr6,Active,18/02/2028,Data Analytics,"San Francisco, United States",62733.30671,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Marketing 2.0,Agentnoon Asia Inc.,,,,,,9
p_RZKVbCiGWR8HEyDJ4PZ70,Chelsea Karamchandani,Senior Account Executive,chelsea.karamchandani@gmail.com,p_XYy2qLbkJJipztdBispr6,Active,21/05/2093,Sales and Business Development,"Sydney, Australia",73580.53794,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Re-Design,Agentnoon EU Inc.,,,,,,9
p_6COFyfw5ZmNsyPEYmUH2Y,Jolene Smith,Project Coordinator,jolene.smith@hotmail.com,p_riYIxQhKJrw4C3zrB9PW4,Active,01/04/2019,Information Technology,"Dubai, United Arab Emirates",59988.28717,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Retention,Agentnoon Asia Inc.,,,,,,9
p_5ZSsOkyt4v0DzpWQnh1aQ,Laura Smithson,Junior Customer Implementation Manager,laura.smithson@gmail.com,p_riYIxQhKJrw4C3zrB9PW4,Active,09/10/2063,Customer Support and Success,"San Francisco, United States",61096.88831,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Re-Design,Agentnoon Canada Inc.,,,,,,9
p_jbp64ZEuU7YmggLnTIbAN2,Roland Williams,Staff Network Engineer,roland.williams@agentnoon.com,p_riYIxQhKJrw4C3zrB9PW4,Active,09/01/2088,Software Development,"Tokyo, Japan",65060.11909,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Re-Design,Agentnoon USA Inc.,,,,,,9
p_3xeuIRuxdbDx1JANcANS4t,Jeffrey Brown,Senior Product Marketing Manager,jeffrey.brown@hotmail.com,p_riYIxQhKJrw4C3zrB9PW4,Active,11/01/2039,Network Operations,"San Francisco, United States",64871.71221,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Self-serve,Agentnoon Asia Inc.,,,,,,9
p_tS9ltHp8Qp5NK3gq5NsaA,Joann Hayes,Senior Data Scientist,joann.hayes@outlook.com,p_yOylhLAa2eYmJaGvs1dWW,Active,22/08/2031,Network Operations,"Sao Paulo, Brazil",56687.82266,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Marketing 2.0,Agentnoon Asia Inc.,,,,,,9
p_O1imYZFXrHFE4gGJREZod,Audrey Mcmahon,CHRO,audrey.mcmahon@agentnoon.com,p_yOylhLAa2eYmJaGvs1dWW,Active,16/11/2034,Cloud Computing,"Sao Paulo, Brazil",63148.18567,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Self-serve,Agentnoon USA Inc.,,,,,,9
p_1F5iA0gSh3dcbu25oBe8m,Kathleen Compo,Web Designer,kathleen.compo@godaddy.com,p_yOylhLAa2eYmJaGvs1dWW,Active,13/09/2018,Information Technology,"Toronto, Canada",58460.36522,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⛔ Needs Improvement,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_fS8QIdXEUnx08dufyUEBn,Susan Callaway,Senior Accountant,susan.callaway@efficientoffice.com,p_VO4wyijmSvij2QV1u95PDK,Active,17/05/2071,Data Analytics,"San Francisco, United States",64779.7363,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Retention,Agentnoon Canada Inc.,,,,,,9
p_2FiVjIhTryzuCGcsC4WDm,Frances Dixon,Senior Account Executive,frances.dixon@godaddy.com,p_VO4wyijmSvij2QV1u95PDK,Active,18/07/2092,Network Operations,"London, United Kingdom",65322.67163,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Retention,Agentnoon Canada Inc.,,,,,,9
p_8aTPt5bGTk9RbzuM7X9L7,Alice Rife,Senior Data Analyst,alice.rife@hotmail.com,p_VO4wyijmSvij2QV1u95PDK,Active,19/10/2048,Operations and Logistics,"Dubai, United Arab Emirates",57819.87387,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Re-Design,Agentnoon Canada Inc.,,,,,,9
p_heJEg5WUkFgREOANviBowj,Brittany Edwards,Junior Technical Support Specialist,brittany.edwards@godaddy.com,p_Xo6lN9jidzRdZatkQ8ANhz,Active,04/08/2098,Cloud Computing,"Paris, France",63909.07261,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Retention,Agentnoon Canada Inc.,,,,,,9
p_1MF1oTGCsZjGyfGttEs1Y,Karen Kimbro,Instructional Designer,karen.kimbro@godaddy.com,p_Xo6lN9jidzRdZatkQ8ANhz,Active,24/07/2086,Cloud Computing,"Sao Paulo, Brazil",41466.27734,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Retention,Agentnoon Canada Inc.,,,,,,9
p_1P5bEOSBj5tx8Gbio6gJp,Cathy Calderon,Junior IT Support Engineer,cathy.calderon@agentnoon.com,p_Xo6lN9jidzRdZatkQ8ANhz,Active,21/12/2032,Systems Administration,"Tokyo, Japan",62419.10456,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Marketing 2.0,Agentnoon Asia Inc.,,,,,,9
p_2llZ1WeJ9P7Atvq7rFdYw,Lawerence Selva,Intermediate Data Analyst,lawerence.selva@agentnoon.com,p_02vDK2DDgVED2HbQocZ2O7,Active,12/09/2110,Cybersecurity,"Sao Paulo, Brazil",60375.64979,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Audit,Agentnoon Canada Inc.,,,,,,9
p_HuZDCVBwQXODK8vLNR7xWR,Brett Peck,Lead VP of Marketing,brett.peck@agentnoon.com,p_02vDK2DDgVED2HbQocZ2O7,Active,14/09/2037,Information Technology,"Tokyo, Japan",71987.91114,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Self-serve,Agentnoon USA Inc.,,,,,,9
p_NBrgFwcKU9W1ZXZaud5Nb,Janice Sedore,Staff VP of Product,janice.sedore@godaddy.com,p_02vDK2DDgVED2HbQocZ2O7,Active,21/07/2023,Information Technology,"Mumbai, India",57386.31696,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Retention,Agentnoon USA Inc.,,,,,,9
p_bmliDKppANiAHg2ORYb2XuV,Amanda Twyman,Staff Network Administrator,amanda.twyman@gmail.com,p_02vDK2DDgVED2HbQocZ2O7,Active,26/03/2018,User Interface (UI) Design,"Tokyo, Japan",67709.52831,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_rsrJnyq99qlQONbfRxiMDK,Robin Marshall,Principal Software Implementation Specialist,robin.marshall@yahoo.com,p_txLhK3r6HTJprpHpLxJAT,Active,03/03/2040,Customer Support and Success,"Sao Paulo, Brazil",63236.73353,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Retention,Agentnoon Canada Inc.,,,,,,9
p_3pP81yU4hj4XXdR61ZD1AN,Katherine Ward,Senior Digital Marketing Manager,katherine.ward@efficientoffice.com,p_txLhK3r6HTJprpHpLxJAT,Active,13/01/2105,Software Development,"Mumbai, India",61192.99352,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Re-Design,Agentnoon Asia Inc.,,,,,,9
p_5vYbocZ75zzWvXbPAANaem,Israel Williams,Lead Controller,israel.williams@outlook.com,p_txLhK3r6HTJprpHpLxJAT,Active,21/11/2043,Systems Administration,"Mumbai, India",66551.1361,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👏 Exceeds Expectations,Audit,Agentnoon Asia Inc.,,,,,,9
p_WqrPANc4lNcTZqVvAU8qx5,Tina Leos,Event Coordinator,tina.leos@gmail.com,p_XstAvkoZJIWBo0wmdjQBc,Active,13/05/2120,Quality Assurance,"Toronto, Canada",59825.42252,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Marketing 2.0,Agentnoon Canada Inc.,,,,,,9
p_B6w0WJvqK5h9Tw0LK7rms,Brad Maglori,Junior Front End Developer,brad.maglori@hotmail.com,p_XstAvkoZJIWBo0wmdjQBc,Active,24/10/2027,Data Analytics,"Berlin, Germany",63577.48879,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,🏆 Outstanding,Retention,Agentnoon USA Inc.,,,,,,9
p_3YLU64RzCk2r4rOm3pLov,Mary Homer,Lead UI Designer (User Interface Designer),mary.homer@agentnoon.com,p_XstAvkoZJIWBo0wmdjQBc,Active,09/01/2082,Cloud Computing,"Tokyo, Japan",55159.95678,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,💥 At Risk,Retention,Agentnoon Canada Inc.,,,,,,9
p_VVOqQANcUfyMUNMR5m0ANFL,William Haberer,Staff Social Media Manager,william.haberer@gmail.com,p_7p8SS7FROlEhvImCxO6Mp,Active,12/08/2211,Customer Support and Success,"Sydney, Australia",66645.06328,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Self-serve,Agentnoon Asia Inc.,,,,,,9
p_zaVgxiNAb0SsBOrf1TcH6,James Andrews,Lead Business Intelligence Analyst,james.andrews@agentnoon.com,p_7p8SS7FROlEhvImCxO6Mp,Active,03/07/2098,User Experience (UX) Design,"Toronto, Canada",59165.47171,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,👍 Meets Expectations,Audit,Agentnoon Canada Inc.,,,,,,9
p_0JmANR65pZbhEk93ozHZ1g,James Colbert,Senior Senior Developer,james.colbert@efficientoffice.com,p_7p8SS7FROlEhvImCxO6Mp,Active,15/08/2018,User Interface (UI) Design,"San Francisco, United States",61031.09261,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Marketing 2.0,Agentnoon USA Inc.,,,,,,9
p_PghnvhgxDyANVhjManV4qj,Christina Morrison,Lead Controller,christina.morrison@yahoo.com,p_gqHrc7EgQxfMHbxWbfyANt,Active,28/03/2064,Systems Administration,"Mumbai, India",54118.10429,20000,,https://ui-avatars.com/api/?name=0&background=1&color=fff,⭐ High Performer,Self-serve,Agentnoon USA Inc.,,,,,,9
